doc_id,source_number,work_type,date,location,line,category,equipment1,equipment2,equipment3,equipment_full,work_duration_minutes,downtime_minutes,symptom,root_cause,action_taken,prevention,text
doc_000130,Rpt-0130,修理票,2024-04-05,第2工場,B2000 組立ラインD,電気,通信機器,PLC CPUユニット,PLC CPUユニット #1,通信機器 > PLC CPUユニット > PLC CPUユニット #1,242,48,上位システムとの通信エラーが発生し、生産実績データが送信できない。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,定期点検項目への追加。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
定期点検項目への追加。"
doc_000131,Rpt-0131,作業票,2023-05-09,第1工場,A2000 生産ラインB,機械,組立設備,自動塗布装置,自動塗布装置 #4,組立設備 > 自動塗布装置 > 自動塗布装置 #4,55,0,上位システムとの通信エラーが発生し、生産実績データが送信できない。,スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
特になし。"
doc_000132,Rpt-0132,連絡票,2024-04-15,第2工場,B2000 組立ラインD,機械,加工設備,マシニングセンタ,マシニングセンタ #1,加工設備 > マシニングセンタ > マシニングセンタ #1,280,0,ヒーター温度が設定値90℃まで上昇せず、67℃で頭打ちになる。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,ラダープログラムを修正し、インターロック条件を見直した。,定期点検項目への追加。,"【現象】
ヒーター温度が設定値90℃まで上昇せず、67℃で頭打ちになる。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
定期点検項目への追加。"
doc_000133,Rpt-0133,重大故障,2024-06-17,第2工場,B1000 組立ラインC,電気,センサー,光電センサー,光電センサー #3,センサー > 光電センサー > 光電センサー #3,224,233,稼働中にヒューズ付近から「ガガガ」という異音が発生した。,光電管内部のベアリング（型式:6005DDU）が摩耗し、回転振れが生じていた。,ラダープログラムを修正し、インターロック条件を見直した。,オペレーターへの清掃指導。,"【現象】
稼働中にヒューズ付近から「ガガガ」という異音が発生した。

【原因】
光電管内部のベアリング（型式:6005DDU）が摩耗し、回転振れが生じていた。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
オペレーターへの清掃指導。"
doc_000134,Rpt-0134,連絡票,2021-07-28,第2工場,B2000 組立ラインD,電気,制御盤,操作盤,操作盤 #4,制御盤 > 操作盤 > 操作盤 #4,52,0,光電管の振動値が管理基準(118mm/s)を超え、109mm/sを記録した。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,シールド線のアース処理をやり直し、フェライトコアを追加。,予備品の在庫発注点見直し。,"【現象】
光電管の振動値が管理基準(118mm/s)を超え、109mm/sを記録した。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
予備品の在庫発注点見直し。"
doc_000135,Rpt-0135,修理票,2024-09-10,第2工場,B2000 組立ラインD,機械,加工設備,NC旋盤,NC旋盤 #4,加工設備 > NC旋盤 > NC旋盤 #4,150,27,リニアガイドのサーマルトリップが作動し、主電源が遮断された。,カップリングの樹脂パーツが疲労破壊していた。,断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。,,"【現象】
リニアガイドのサーマルトリップが作動し、主電源が遮断された。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。

【備考】
特になし。"
doc_000136,Rpt-0136,修理票,2021-09-17,第2工場,B1000 組立ラインC,機械,組立設備,ナットランナー,ナットランナー #4,組立設備 > ナットランナー > ナットランナー #4,241,5,リニアガイドの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,オペレーターへの清掃指導。,"【現象】
リニアガイドの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
オペレーターへの清掃指導。"
doc_000137,Rpt-0137,重大故障,2022-11-26,第2工場,B2000 組立ラインD,電気,制御盤,リモートI/O盤,リモートI/O盤 #1,制御盤 > リモートI/O盤 > リモートI/O盤 #1,49,93,供給エア圧力が125MPaまで低下し、シリンダー動作が不安定になった。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,ラダープログラムを修正し、インターロック条件を見直した。,オペレーターへの清掃指導。,"【現象】
供給エア圧力が125MPaまで低下し、シリンダー動作が不安定になった。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
オペレーターへの清掃指導。"
doc_000138,Rpt-0138,作業票,2023-06-23,第2工場,B2000 組立ラインD,電気,制御盤,動力盤,動力盤 #4,制御盤 > 動力盤 > 動力盤 #4,145,0,原点復帰動作を行ったが、SSR軸が完了位置手前で停止する。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,ヒューズ（FX5U-32MT）を予備品と交換し、芯出し調整を実施。,定期点検項目への追加。,"【現象】
原点復帰動作を行ったが、SSR軸が完了位置手前で停止する。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
ヒューズ（FX5U-32MT）を予備品と交換し、芯出し調整を実施。

【備考】
定期点検項目への追加。"
doc_000139,Rpt-0139,修理票,2022-11-05,第2工場,B1000 組立ラインC,機械,搬送設備,ベルトコンベア,ベルトコンベア #2,搬送設備 > ベルトコンベア > ベルトコンベア #2,189,22,油圧ポンプの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,カップリングの樹脂パーツが疲労破壊していた。,パラメータP-537を初期値に戻し、正常動作を確認。,,"【現象】
油圧ポンプの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
パラメータP-537を初期値に戻し、正常動作を確認。

【備考】
特になし。"
doc_000140,Rpt-0140,修理票,2022-06-01,第2工場,B2000 組立ラインD,機械,組立設備,ナットランナー,ナットランナー #2,組立設備 > ナットランナー > ナットランナー #2,150,2,搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,センサー取付ブラケットを増し締めし、検出位置を再調整。,保全カレンダーへの登録。,"【現象】
搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
保全カレンダーへの登録。"
doc_000141,Rpt-0141,連絡票,2021-07-07,第1工場,A1000 生産ラインA,機械,組立設備,自動塗布装置,自動塗布装置 #4,組立設備 > 自動塗布装置 > 自動塗布装置 #4,134,0,ボールねじの継ぎ目から作動油が漏れ、床面に油溜まりができている。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,カップリングを交換し、モーターと負荷側の軸心を調整。,,"【現象】
ボールねじの継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
特になし。"
doc_000142,Rpt-0142,連絡票,2023-08-05,第3工場,C1000 検査ラインE,電気,センサー,圧力トランスミッタ,圧力トランスミッタ #3,センサー > 圧力トランスミッタ > 圧力トランスミッタ #3,106,0,上位システムとの通信エラーが発生し、生産実績データが送信できない。,Oリング（CR-700）の経年劣化による硬化・亀裂。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,保全カレンダーへの登録。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
Oリング（CR-700）の経年劣化による硬化・亀裂。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
保全カレンダーへの登録。"
doc_000143,Rpt-0143,重大故障,2024-10-08,第2工場,B1000 組立ラインC,機械,ユーティリティ,スクリューコンプレッサー,スクリューコンプレッサー #1,ユーティリティ > スクリューコンプレッサー > スクリューコンプレッサー #1,43,136,上位システムとの通信エラーが発生し、生産実績データが送信できない。,スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。,Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。,保全カレンダーへの登録。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。

【処置】
Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。

【備考】
保全カレンダーへの登録。"
doc_000144,Rpt-0144,修理票,2025-05-25,第1工場,A1000 生産ラインA,電気,センサー,圧力トランスミッタ,圧力トランスミッタ #1,センサー > 圧力トランスミッタ > 圧力トランスミッタ #1,291,25,DC24V電源の振動値が管理基準(170mm/s)を超え、121mm/sを記録した。,インバータ設定パラメータの誤変更。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,オペレーターへの清掃指導。,"【現象】
DC24V電源の振動値が管理基準(170mm/s)を超え、121mm/sを記録した。

【原因】
インバータ設定パラメータの誤変更。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
オペレーターへの清掃指導。"
doc_000145,Rpt-0145,作業票,2021-03-15,第2工場,B1000 組立ラインC,電気,駆動制御,ステッピングドライバ,ステッピングドライバ #3,駆動制御 > ステッピングドライバ > ステッピングドライバ #3,206,0,光電管のサーマルトリップが作動し、主電源が遮断された。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,テンションメーターを用いて張力を規定値140Nに調整。,保全カレンダーへの登録。,"【現象】
光電管のサーマルトリップが作動し、主電源が遮断された。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
テンションメーターを用いて張力を規定値140Nに調整。

【備考】
保全カレンダーへの登録。"
doc_000146,Rpt-0146,作業票,2021-09-19,第2工場,B2000 組立ラインD,機械,ユーティリティ,スクリューコンプレッサー,スクリューコンプレッサー #3,ユーティリティ > スクリューコンプレッサー > スクリューコンプレッサー #3,115,0,ヒーター温度が設定値103℃まで上昇せず、63℃で頭打ちになる。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,摺動面をオイルストーンで修正し、カジリを除去。,オペレーターへの清掃指導。,"【現象】
ヒーター温度が設定値103℃まで上昇せず、63℃で頭打ちになる。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
オペレーターへの清掃指導。"
doc_000147,Rpt-0147,修理票,2022-08-29,第2工場,B1000 組立ラインC,機械,搬送設備,オーバーヘッドホイスト,オーバーヘッドホイスト #3,搬送設備 > オーバーヘッドホイスト > オーバーヘッドホイスト #3,83,40,起動ボタンを押下したが、減速機が応答せず、エラーコードE-158が表示された。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,パラメータP-445を初期値に戻し、正常動作を確認。,定期点検項目への追加。,"【現象】
起動ボタンを押下したが、減速機が応答せず、エラーコードE-158が表示された。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
パラメータP-445を初期値に戻し、正常動作を確認。

【備考】
定期点検項目への追加。"
doc_000148,Rpt-0148,作業票,2024-10-11,第1工場,A2000 生産ラインB,電気,制御盤,主制御盤,主制御盤 #1,制御盤 > 主制御盤 > 主制御盤 #1,233,0,原点復帰動作を行ったが、マグネットスイッチ軸が完了位置手前で停止する。,Vベルトの張力が規定値85Nに対し45Nまで低下していた。,ラダープログラムを修正し、インターロック条件を見直した。,予備品の在庫発注点見直し。,"【現象】
原点復帰動作を行ったが、マグネットスイッチ軸が完了位置手前で停止する。

【原因】
Vベルトの張力が規定値85Nに対し45Nまで低下していた。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
予備品の在庫発注点見直し。"
doc_000149,Rpt-0149,修理票,2023-02-27,第2工場,B2000 組立ラインD,電気,駆動制御,インバータ,インバータ #1,駆動制御 > インバータ > インバータ #1,159,34,光電管のサーマルトリップが作動し、主電源が遮断された。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,シールド線のアース処理をやり直し、フェライトコアを追加。,保全カレンダーへの登録。,"【現象】
光電管のサーマルトリップが作動し、主電源が遮断された。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
保全カレンダーへの登録。"
doc_000150,Rpt-0150,重大故障,2024-07-22,第3工場,C1000 検査ラインE,機械,組立設備,自動塗布装置,自動塗布装置 #4,組立設備 > 自動塗布装置 > 自動塗布装置 #4,71,129,ボールねじのサーマルトリップが作動し、主電源が遮断された。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。,オペレーターへの清掃指導。,"【現象】
ボールねじのサーマルトリップが作動し、主電源が遮断された。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
断線箇所を特定し、屈曲に強いロボットケーブルへ張り替え実施。

【備考】
オペレーターへの清掃指導。"
doc_000151,Rpt-0151,重大故障,2024-01-04,第2工場,B1000 組立ラインC,電気,制御盤,リモートI/O盤,リモートI/O盤 #2,制御盤 > リモートI/O盤 > リモートI/O盤 #2,123,156,上位システムとの通信エラーが発生し、生産実績データが送信できない。,インバータ設定パラメータの誤変更。,摺動面をオイルストーンで修正し、カジリを除去。,保全カレンダーへの登録。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
インバータ設定パラメータの誤変更。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
保全カレンダーへの登録。"
doc_000152,Rpt-0152,修理票,2025-02-07,第1工場,A2000 生産ラインB,機械,組立設備,自動塗布装置,自動塗布装置 #3,組立設備 > 自動塗布装置 > 自動塗布装置 #3,68,33,タッチパネルの画面がフリーズし、操作を受け付けない。,カップリングの樹脂パーツが疲労破壊していた。,テンションメーターを用いて張力を規定値23Nに調整。,保全カレンダーへの登録。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
テンションメーターを用いて張力を規定値23Nに調整。

【備考】
保全カレンダーへの登録。"
doc_000153,Rpt-0153,修理票,2023-10-20,第2工場,B2000 組立ラインD,電気,通信機器,無線LANアダプタ,無線LANアダプタ #2,通信機器 > 無線LANアダプタ > 無線LANアダプタ #2,271,45,安全扉を閉じたがインターロックが解除されず、起動できない。,カップリングの樹脂パーツが疲労破壊していた。,ラダープログラムを修正し、インターロック条件を見直した。,定期点検項目への追加。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
定期点検項目への追加。"
doc_000154,Rpt-0154,連絡票,2023-07-30,第2工場,B2000 組立ラインD,電気,制御盤,リモートI/O盤,リモートI/O盤 #3,制御盤 > リモートI/O盤 > リモートI/O盤 #3,39,0,安全扉を閉じたがインターロックが解除されず、起動できない。,Vベルトの張力が規定値184Nに対し154Nまで低下していた。,パラメータP-392を初期値に戻し、正常動作を確認。,定期点検項目への追加。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
Vベルトの張力が規定値184Nに対し154Nまで低下していた。

【処置】
パラメータP-392を初期値に戻し、正常動作を確認。

【備考】
定期点検項目への追加。"
doc_000155,Rpt-0155,連絡票,2024-04-13,第3工場,C1000 検査ラインE,電気,駆動制御,ステッピングドライバ,ステッピングドライバ #3,駆動制御 > ステッピングドライバ > ステッピングドライバ #3,123,0,ヒューズのサーマルトリップが作動し、主電源が遮断された。,インバータ設定パラメータの誤変更。,センサー取付ブラケットを増し締めし、検出位置を再調整。,オペレーターへの清掃指導。,"【現象】
ヒューズのサーマルトリップが作動し、主電源が遮断された。

【原因】
インバータ設定パラメータの誤変更。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
オペレーターへの清掃指導。"
doc_000156,Rpt-0156,作業票,2022-01-03,第3工場,C1000 検査ラインE,電気,制御盤,主制御盤,主制御盤 #1,制御盤 > 主制御盤 > 主制御盤 #1,213,0,SSRの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,Vベルトの張力が規定値48Nに対し28Nまで低下していた。,カップリングを交換し、モーターと負荷側の軸心を調整。,定期点検項目への追加。,"【現象】
SSRの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
Vベルトの張力が規定値48Nに対し28Nまで低下していた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
定期点検項目への追加。"
doc_000157,Rpt-0157,修理票,2024-07-14,第3工場,C1000 検査ラインE,電気,制御盤,操作盤,操作盤 #2,制御盤 > 操作盤 > 操作盤 #2,63,58,ヒーター温度が設定値177℃まで上昇せず、138℃で頭打ちになる。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,パラメータP-152を初期値に戻し、正常動作を確認。,保全カレンダーへの登録。,"【現象】
ヒーター温度が設定値177℃まで上昇せず、138℃で頭打ちになる。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
パラメータP-152を初期値に戻し、正常動作を確認。

【備考】
保全カレンダーへの登録。"
doc_000158,Rpt-0158,作業票,2022-09-30,第1工場,A1000 生産ラインA,機械,搬送設備,多関節ロボット,多関節ロボット #1,搬送設備 > 多関節ロボット > 多関節ロボット #1,117,0,タッチパネルの画面がフリーズし、操作を受け付けない。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,定期点検項目への追加。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
定期点検項目への追加。"
doc_000159,Rpt-0159,修理票,2024-08-30,第3工場,C1000 検査ラインE,電気,センサー,光電センサー,光電センサー #2,センサー > 光電センサー > 光電センサー #2,220,18,ヒーター温度が設定値159℃まで上昇せず、122℃で頭打ちになる。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,オペレーターへの清掃指導。,"【現象】
ヒーター温度が設定値159℃まで上昇せず、122℃で頭打ちになる。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
オペレーターへの清掃指導。"
doc_000160,Rpt-0160,修理票,2021-06-03,第2工場,B2000 組立ラインD,機械,搬送設備,ベルトコンベア,ベルトコンベア #4,搬送設備 > ベルトコンベア > ベルトコンベア #4,191,4,タッチパネルの画面がフリーズし、操作を受け付けない。,可動部のケーブルベア内でソレノイドバルブ用ケーブルが断線していた。,シールド線のアース処理をやり直し、フェライトコアを追加。,オペレーターへの清掃指導。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
可動部のケーブルベア内でソレノイドバルブ用ケーブルが断線していた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
オペレーターへの清掃指導。"
doc_000161,Rpt-0161,作業票,2025-05-18,第1工場,A1000 生産ラインA,電気,通信機器,タッチパネル(HMI),タッチパネル(HMI) #2,通信機器 > タッチパネル(HMI) > タッチパネル(HMI) #2,37,0,光電管の継ぎ目から作動油が漏れ、床面に油溜まりができている。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,光電管（GT2710）を予備品と交換し、芯出し調整を実施。,定期点検項目への追加。,"【現象】
光電管の継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
光電管（GT2710）を予備品と交換し、芯出し調整を実施。

【備考】
定期点検項目への追加。"
doc_000162,Rpt-0162,作業票,2021-02-28,第1工場,A2000 生産ラインB,機械,ユーティリティ,スクリューコンプレッサー,スクリューコンプレッサー #3,ユーティリティ > スクリューコンプレッサー > スクリューコンプレッサー #3,178,0,安全扉を閉じたがインターロックが解除されず、起動できない。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,パラメータP-337を初期値に戻し、正常動作を確認。,定期点検項目への追加。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
パラメータP-337を初期値に戻し、正常動作を確認。

【備考】
定期点検項目への追加。"
doc_000163,Rpt-0163,修理票,2022-01-25,第1工場,A2000 生産ラインB,機械,ユーティリティ,集塵機,集塵機 #1,ユーティリティ > 集塵機 > 集塵機 #1,65,7,安全扉を閉じたがインターロックが解除されず、起動できない。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,予備品の在庫発注点見直し。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
予備品の在庫発注点見直し。"
doc_000164,Rpt-0164,連絡票,2023-10-06,第3工場,C1000 検査ラインE,機械,搬送設備,ローラーコンベア,ローラーコンベア #2,搬送設備 > ローラーコンベア > ローラーコンベア #2,154,0,原点復帰動作を行ったが、主軸ベアリング軸が完了位置手前で停止する。,カップリングの樹脂パーツが疲労破壊していた。,油圧ポンプ（E3Z-T61）を予備品と交換し、芯出し調整を実施。,,"【現象】
原点復帰動作を行ったが、主軸ベアリング軸が完了位置手前で停止する。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
油圧ポンプ（E3Z-T61）を予備品と交換し、芯出し調整を実施。

【備考】
特になし。"
doc_000165,Rpt-0165,作業票,2025-02-01,第1工場,A1000 生産ラインA,機械,加工設備,油圧プレス機,油圧プレス機 #3,加工設備 > 油圧プレス機 > 油圧プレス機 #3,43,0,起動ボタンを押下したが、チャック爪が応答せず、エラーコードE-720が表示された。,インバータ設定パラメータの誤変更。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,,"【現象】
起動ボタンを押下したが、チャック爪が応答せず、エラーコードE-720が表示された。

【原因】
インバータ設定パラメータの誤変更。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
特になし。"
doc_000166,Rpt-0166,連絡票,2024-07-11,第2工場,B1000 組立ラインC,電気,制御盤,リモートI/O盤,リモートI/O盤 #2,制御盤 > リモートI/O盤 > リモートI/O盤 #2,40,0,安全扉を閉じたがインターロックが解除されず、起動できない。,Oリング（MY2N-D2）の経年劣化による硬化・亀裂。,ラダープログラムを修正し、インターロック条件を見直した。,予備品の在庫発注点見直し。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
Oリング（MY2N-D2）の経年劣化による硬化・亀裂。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
予備品の在庫発注点見直し。"
doc_000167,Rpt-0167,修理票,2023-03-24,第1工場,A1000 生産ラインA,電気,センサー,画像処理カメラ,画像処理カメラ #3,センサー > 画像処理カメラ > 画像処理カメラ #3,95,41,シリンダーの動作速度が低下し、サイクルタイムが基準より184秒遅延している。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,シールド線のアース処理をやり直し、フェライトコアを追加。,,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より184秒遅延している。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
特になし。"
doc_000168,Rpt-0168,作業票,2022-12-25,第1工場,A1000 生産ラインA,電気,センサー,画像処理カメラ,画像処理カメラ #4,センサー > 画像処理カメラ > 画像処理カメラ #4,279,0,サーボモーターの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,予備品の在庫発注点見直し。,"【現象】
サーボモーターの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
予備品の在庫発注点見直し。"
doc_000169,Rpt-0169,重大故障,2024-01-21,第3工場,C1000 検査ラインE,機械,加工設備,NC旋盤,NC旋盤 #1,加工設備 > NC旋盤 > NC旋盤 #1,51,134,ソレノイドバルブの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,保全カレンダーへの登録。,"【現象】
ソレノイドバルブの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
保全カレンダーへの登録。"
doc_000170,Rpt-0170,修理票,2023-04-26,第3工場,C1000 検査ラインE,電気,通信機器,イーサネットユニット,イーサネットユニット #1,通信機器 > イーサネットユニット > イーサネットユニット #1,103,14,ヒーター温度が設定値45℃まで上昇せず、29℃で頭打ちになる。,インバータ設定パラメータの誤変更。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,予備品の在庫発注点見直し。,"【現象】
ヒーター温度が設定値45℃まで上昇せず、29℃で頭打ちになる。

【原因】
インバータ設定パラメータの誤変更。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
予備品の在庫発注点見直し。"
doc_000171,Rpt-0171,修理票,2022-07-19,第2工場,B1000 組立ラインC,電気,センサー,近接スイッチ,近接スイッチ #3,センサー > 近接スイッチ > 近接スイッチ #3,204,1,シリンダーの動作速度が低下し、サイクルタイムが基準より188秒遅延している。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,サーボモーター（MY2N-D2）を予備品と交換し、芯出し調整を実施。,定期点検項目への追加。,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より188秒遅延している。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
サーボモーター（MY2N-D2）を予備品と交換し、芯出し調整を実施。

【備考】
定期点検項目への追加。"
doc_000172,Rpt-0172,作業票,2022-01-29,第1工場,A1000 生産ラインA,機械,加工設備,油圧プレス機,油圧プレス機 #1,加工設備 > 油圧プレス機 > 油圧プレス機 #1,53,0,安全扉を閉じたがインターロックが解除されず、起動できない。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
特になし。"
